,cent_latitude,cent_longitude,clust_size,min_distance
336,33.2412089605,-111.628113642,39,6.58042457694
337,42.5780853763,-83.3094627632,38,16.9749247885
338,41.2365894,-73.0824337324,36,16.9895149105
339,40.6159017838,-75.3640312405,37,15.5599111439
340,42.1882226459,-88.1973627811,31,18.1203283424
341,34.1510783027,-84.5105100378,37,9.28114512028
342,34.0982247811,-117.351073597,20,0.906674012539
343,39.938544673,-74.9062182676,41,15.0778404472
344,40.8610678568,-74.6390714676,31,16.03495343
345,40.4871556081,-80.2201796162,38,14.6197890699
346,40.2415332432,-75.1287769622,36,15.2838998593
347,40.1722437324,-75.4686677838,23,15.1061020402
348,39.9634992838,-76.7243890865,37,14.5481468375
349,34.2073196,-84.1401926,36,9.17121012945
350,43.5528776833,-79.6275606667,36,17.698853796
351,-33.4257767528,-70.5699280583,36,60.090472098
352,45.4404536139,-122.793817006,36,12.5635816604
353,42.4439614,-76.5018807,36,17.0111942908
354,-34.6065559528,-58.3768823,35,64.3336696783
355,40.3819842917,-74.5220818028,24,15.6309629997
356,41.67803415,-86.22715885,36,16.8763575004
357,38.3047222,-122.2988889,36,6.13410035536
358,33.16370295,-96.6495869611,36,17.881614464
359,39.4130783257,-77.4112472629,35,13.8550028149
360,-0.789275,113.921327,35,40.2763866205
361,33.5074162886,-117.163349577,35,1.05398935757
362,35.6046197229,-82.5550072171,35,9.98918316256
363,-7.79342247429,110.379774009,36,47.6273487579
364,42.4364275229,-71.4075997057,35,18.8155733797
365,28.0394654,-81.9498042,35,2.71279758007
366,33.5778631,-101.8551665,34,16.3344940436
367,30.4175345765,-87.2137938706,34,8.25641134192
368,21.3674480912,-157.996976212,34,41.6899854729
369,47.6587802,-117.4260466,34,13.9284007151
370,42.0887532559,-71.1682112235,28,18.6266473927
371,28.0699868059,-80.6032683471,35,2.21987266411
372,36.7508863941,-119.774213953,34,3.39284308107
373,40.7926362636,-77.8558027758,33,15.1276309465
374,29.2152085424,-81.0254342061,33,3.42014906816
375,28.5391726212,-81.5619962727,32,2.94430317575
376,42.2687549727,-71.4686753303,27,18.6389981705
377,52.3729695424,4.89231146364,33,0.00934534259306
378,33.1927204364,-97.1082188091,33,18.3128780944
379,36.1539816,-95.992775,32,18.7433647834
380,3.585242,98.675598,32,40.2170015865
381,42.7012892531,-71.1311424125,38,19.1801793137
382,41.2716788719,-73.8651213031,33,16.7032951388
383,35.8456213,-86.39027,32,11.6771751469
384,39.3599642594,-84.5146565781,28,14.1280166244
385,41.2681168437,-75.9007117281,32,16.023053251
386,30.69574545,-88.0441739375,32,9.10543627772
387,43.5499749,-96.700327,31,23.6170780113
388,40.0762633613,-74.8482971129,24,15.2271744674
389,29.6195621968,-95.6324551968,31,15.7613910799
390,42.9908817,-71.4607032032,28,19.2811359901
391,44.5043649258,-88.0292971258,31,20.1666495457
392,55.7511477935,37.6203875484,31,32.9085428734
393,42.2616940935,-71.7764935935,36,18.4884750798
394,41.464224571,-72.8591378129,31,17.2909327417
395,41.5831330367,-81.46299672,20,15.7566098294
396,52.5211713367,13.4088430067,30,8.5249463602
397,39.3154850833,-74.5721094533,28,14.6262618164
398,34.2659,-119.258366,30,1.18698635713
399,27.8005828,-97.396381,30,17.1813308269
400,39.02345603,-84.6462126667,31,13.8475084078
401,45.09154616,-93.09603902,22,23.0797940783
402,31.230393,121.473704,30,9.26757501077
403,28.5502780133,-81.7719654,30,3.04832733452
404,41.7143372,-73.9226690448,30,17.0907370441
405,27.8561296103,-82.7739212207,29,3.15519488605
406,40.7004820621,-73.1237335448,25,16.4880521361
407,40.0323583828,-76.3122196414,29,14.7218150932
408,40.424604269,-86.9035443138,29,15.9747078451
409,38.7814904966,-90.5502790207,43,16.4723849312
410,36.2007075793,-86.5663613034,29,12.0721136545
411,34.0050079,-118.8100893,29,0.671158939615
412,35.0449307897,-85.3052956345,29,10.4418894247
413,41.079273,-85.1393513,29,15.9554802152
414,42.6064681276,-71.2886624345,29,19.0216869487
415,40.4409116172,-79.8510834138,26,14.580850709
416,39.6837226,-75.7496572,29,14.5535960863
417,42.9147277,-87.863240025,28,18.6396973442
418,42.7148939821,-83.24084905,25,17.0977794979
419,38.2827462321,-122.666703189,28,6.3707431063
420,43.0744540821,-70.7676966071,28,19.6823854949
421,38.4407552179,-122.71579155,31,6.51808266994
422,38.8759707,-94.8278741786,28,19.4826376888
423,41.3606283,-72.1054288964,25,17.5378598901
424,43.146052825,-77.4522831786,28,17.5153548654
425,40.8876437393,-72.9936683964,26,16.7132609196
426,40.7296043214,-74.6273100679,28,15.916303837
427,25.6759534643,-100.308277154,28,19.6194240947
428,40.3536555407,-80.0700682,27,14.4881470598
429,43.0387262593,-76.040306537,27,17.6972859501
430,47.6093313889,-122.672849352,29,14.5654697186
431,41.6639383,-83.555212,29,16.1232747438
432,41.5172008995,-90.541519296,30,18.6895982235
433,34.2694474,-118.781482,40,0.787301493711
434,-22.9035393,-43.2095869,27,61.2872381879
435,38.0499828185,-122.277161222,57,5.93245815868
436,40.9658053923,-72.1753134,26,17.1567678538
437,61.2180556,-149.9002778,26,41.9528968762
438,32.07165125,34.7948201654,23,36.152128922
439,34.7303688,-86.5861037,26,10.8516703831
440,46.7841373538,-92.1006234462,26,24.0037908095
441,38.7288975192,-90.3781600269,26,16.3246218002
442,33.4863145923,-82.0214742615,26,7.80536769378
443,41.1693510154,-81.4049393,16,15.339739277
444,40.1671878962,-111.654751742,26,9.15734214601
445,26.6426791923,-81.8729066846,26,1.73184570215
446,37.9746411231,-87.5564344154,26,14.1026090253
447,41.5342460808,-73.9612228769,38,16.9093449609
448,31.5459996769,-97.1511568846,26,17.759278795
449,38.0293059,-78.4766781,26,12.3010897577
450,42.4431922615,-82.9059534462,24,16.77532816
451,46.8769326538,-96.7880663846,26,25.1052119596
452,37.2150810462,-93.2980149577,26,17.2361333762
453,-6.247244816,107.147065536,28,46.6734018752
454,41.53899104,-87.496507088,25,17.2345997473
455,42.1292241,-80.085059,25,16.2632451705
456,30.16243782,-95.48266212,25,15.7551891196
457,37.00942474,-76.37833428,26,11.8197470938
458,33.6890603,-78.8866943,25,7.95231381105
459,43.46270192,-80.51880316,25,17.5960429875
460,40.823569284,-81.386091352,25,14.9934899495
461,-37.8159371708,144.966926288,24,7.38226490743
462,41.6603030208,-72.8416464667,26,17.4754834962
463,44.9448650792,-123.034725942,24,12.1975404829
464,36.35583955,-94.1712002833,24,17.3707241998
465,37.4768851167,-122.4463647,24,5.65751923771
467,33.7763685708,-84.7239864042,17,9.05015628119
468,40.6442264522,-111.501632465,23,9.60365343669
469,39.9148487304,-82.7891789087,23,14.2617639584
470,27.5008842435,-82.574602,23,2.78062230829
471,41.6117461087,-88.2039672739,22,17.6058487555
473,37.9470368609,-121.660604704,23,5.4459384256
474,36.0605047609,-94.1607267,23,17.1855849675
475,36.0998596,-80.244216,23,10.2324355544
476,18.4661043478,-66.1059149435,23,16.0293915168
477,35.3736785565,-119.017142396,23,1.82165785474
478,28.6663376391,-81.1970693043,23,2.93158977453
479,43.0288493696,-89.5197847565,21,19.4695694858
480,29.7857853,-95.8243956,23,15.9878009118
481,47.039866987,-122.89691383,23,14.0979971861
482,28.8812186522,-81.2777045304,25,3.16076079138
483,33.7132831348,-116.307472943,27,1.8816506774
484,37.6390972,-120.9968782,23,4.79591347481
485,40.6971149478,-89.5872954261,23,17.4847640264
486,35.4283264261,-80.8456042261,21,9.57480230946
487,45.4025570318,-122.608766614,23,12.4614991733
488,55.6889693182,12.5866113227,22,8.38272758204
489,35.2827524,-120.6596156,22,2.90699899062
490,43.1030376136,-88.4273322909,22,19.045149933
491,32.9298174773,-96.6210842318,22,17.7613109972
492,30.0799405,-95.4171601,22,15.6698004759
493,42.3442173545,-88.1632761864,22,18.2462837382
494,48.7595529,-122.4882249,22,15.6119798839
495,39.9458125136,-74.1659480864,23,15.3660427689
496,41.6761746091,-91.5563948864,23,19.3925454811
497,47.25225815,-122.440325864,21,14.1545919888
498,40.1261743,-82.9290696,22,14.4944419007
499,45.0287103273,-92.7994877773,23,22.8643355065
500,27.6648274,-81.5157535,22,2.15627860708
501,35.6779995601,-78.8299070146,20,9.9234032273
502,38.5649602429,-89.9406381667,21,15.9278687229
503,34.2163937,-119.0376023,21,0.96793633519
504,32.4614525762,-84.9883311095,21,8.07663301599
505,41.8815400714,-88.2811663667,20,17.8817384886
506,39.3722121,-104.8560902,21,14.4690864289
507,42.8157494095,-73.9383369857,21,18.1111383449
508,38.0097228905,-121.806106743,18,5.58745949018
509,45.2028646381,-93.4172359857,24,23.3511667891
510,33.8333716,-111.9507042,21,6.23857597256
511,39.5872222,-78.8425,21,13.7992567758
512,38.5449065,-121.7405167,21,5.96607086028
513,37.6780561524,-121.765701043,21,5.31170827641
514,45.07959119,-92.983136355,19,23.0075243386
515,42.222038355,-71.589913295,16,18.5404827988
516,39.77453074,-86.39884212,23,15.1756791404
517,39.672045575,-84.11818656,19,14.3162122874
518,42.35399805,-88.055008625,20,18.2088862142
519,40.2663224,-76.67191509,21,14.8545569374
520,42.10207552,-75.92614088,24,16.8195114319
521,30.274402705,-81.39352693,20,4.53457287803
523,42.11530774,-79.289798285,20,16.2804606993
524,30.63725446,-96.34151808,20,16.7124347638
525,40.4166909,-3.7003454,20,11.6638870297
526,39.904214,116.407413,20,0.82731826513
527,33.82524075,-116.537292,20,1.65310348527
528,37.2707022,-76.7074571,20,11.962769736
529,12.9715987,77.5945627,20,47.4587043816
530,44.0216306,-92.4698992,20,21.8422512276
531,42.02335,-93.625622,20,20.9268708981
532,48.1391265,11.5801863,20,7.92464657013
533,42.7261309,-87.7828523,19,18.4347016737
534,45.5241549579,-122.957436526,17,12.7020125166
535,46.729553,-94.6858998,19,25.3273812791
536,41.4930209895,-71.3117001,18,18.0381033193
537,40.2732005526,-74.3745100421,19,15.5857377121
539,39.1910983,-106.8175387,19,12.6053907032
540,33.4150485,-111.5495777,19,6.64767069356
541,40.3885653579,-111.826316458,18,9.19423896116
542,42.2817156684,-89.0863198158,19,18.6063146341
543,28.3321532632,-80.6481124,20,2.48562388832
544,42.3537399842,-72.5782127842,19,18.2150307163
545,20.8842689737,-156.682178358,20,40.5870015173
546,35.6062153158,-77.3667523368,19,10.1776214913
547,35.4128890474,-80.5817332684,19,9.54862887302
548,43.2321651526,-87.9731152684,21,18.9744720508
549,31.9685988,-99.9018131,19,18.3736125193
550,41.387917,2.1699187,19,10.3613241727
552,33.3703197,-112.5837766,18,5.61789490644
554,39.755543,-105.2210997,18,14.2902381068
555,29.8942639,-81.3132083,18,4.14623087965
556,32.216316,-80.752608,18,6.36302392031
557,41.6287730778,-70.9396211222,20,18.3433648461
558,41.5669117833,-73.0676603389,20,17.2950937852
559,41.9950284389,-91.6633890889,18,19.7146817269
560,25.2644444,55.3116667,18,57.2541144365
