,cent_latitude,cent_longitude,clust_size,min_distance
561,36.6777372,-121.6555013,18,4.53680539734
562,38.6926288222,-76.8841724222,18,13.2782185447
563,45.7832856,-108.5006904,18,15.4475737902
564,49.2346831111,-122.957817611,17,16.2012334735
565,32.7253248,-114.624397,18,3.70905903678
566,41.0359353,-71.9545146,18,17.324101639
567,37.5068835556,-77.6422326778,18,11.944130524
568,43.8926784889,-79.248967,19,18.0569791798
570,42.5640977889,-83.5362589556,19,17.0025397912
571,40.9240855389,-72.3433968889,18,17.04070242
572,41.3606863833,-81.6177168056,18,15.5468618899
573,39.3656946222,-76.5009012333,19,14.0289649696
574,35.1538550222,-89.7774300944,19,13.2513076284
576,39.0166078412,-94.2669577176,17,19.1649593232
577,39.7817213,-89.6501481,17,16.7503391506
578,43.2079495059,-71.5558818294,17,19.4310302069
581,42.8152873118,-70.8803797824,17,19.4011249471
582,39.5186002,-104.7613633,28,14.6135711562
584,41.7266667,-93.6041667,17,20.6849082556
585,40.5466132882,-79.9486049941,17,14.6836796124
586,39.629526,-79.9558968,17,13.7667152721
587,42.2411499,-83.6129939,19,16.7004610889
588,40.2320763059,-75.5887638176,17,15.1247424016
589,41.7636570176,-72.2520168118,17,17.8280422454
590,-6.589166,106.792999,17,47.0833739564
591,38.4467702059,-78.8661888882,16,12.6632402258
593,42.7919354588,-86.0929984941,17,17.8803952013
594,41.4232424706,-70.5504340412,17,18.3711360723
595,1.46386774375,124.84053035,17,38.6977642967
596,45.4630555437,9.1873592375,16,8.14483847428
598,30.5189994062,-97.8264350125,16,18.1098156283
599,32.6098566,-85.4807825,16,8.48807396157
601,34.5400242,-112.4685025,16,5.77436050155
602,35.2214522687,-106.6630143,16,11.6191121964
603,43.204251225,-70.8698156188,16,19.746861924
605,39.7284944,-121.8374777,16,7.00288616574
606,41.6374438375,-88.0711372062,20,17.5698612075
607,40.6381324125,-89.4110136625,16,17.3417507568
608,42.712743375,-83.4107480625,16,17.1254655689
609,41.2033216,-77.1945247,16,15.651662129
610,41.2799211125,-70.1064851875,16,18.4914961364
611,38.916343,-94.383516,16,19.1815763951
612,41.5343553875,-87.894913725,16,17.3999983111
613,37.1921777,-80.41206415,16,11.3247832074
614,40.6891747438,-75.2120639563,16,15.6782691179
615,35.6528323,-97.4780954,16,19.7485978959
616,26.1420358,-81.7948103,16,1.49605551512
617,53.336550875,-6.2602184375,17,6.4508024344
622,42.0471561467,-70.9824882733,16,18.6826027326
626,33.58818686,-84.35996932,17,8.71168603097
653,40.8098011214,-72.8416699643,16,16.7108440472
661,40.2835213692,-75.4186601462,20,15.227552822
744,25.4649346545,-80.4778599545,18,0.431145135029
808,41.5780264778,-73.447221,17,17.149487215
914,39.276007675,-77.2227609,31,13.7622728053
979,39.7265924143,-75.2818529714,22,14.7476207424
1020,39.6544221,-74.8262745333,19,14.8424719778
