cent_latitude,cent_longitude,clust_size
39.586158475,-86.1075555625,8
37.961047275,-91.816692325,8
39.8309293,-77.2310955,8
52.0815457875,5.09924905,8
18.37751815,-65.96363725,8
37.369489325,-77.481235375,8
40.3059999,-121.0057931,8
-30.0277041,-51.2287346,8
4.5980556,-74.0758333,8
31.3445471,-109.5453447,8
35.7595731,-79.0192997,8
38.80386485,-77.6251304,8
40.88991035,-111.884069762,8
38.8840063125,-90.14125415,8
28.61885045,-80.8122065625,8
41.3687674625,-83.6512533875,8
55.621193975,13.0190414125,8
47.9445396,-122.3045815,8
38.3118408,-76.4383974125,7
29.3013479,-94.7976958,8
42.3211522,-85.1797142,8
40.333564875,-75.94791825,8
41.63920945,-93.481050125,8
27.2758333,-80.355,8
39.548935,-89.294533,8
35.907757,127.766922,8
38.246580425,-122.040035725,8
43.7735467,-88.4473720625,8
34.5794343,-118.1164613,8
37.972421625,23.7148525,8
46.2057645,6.141593,8
39.2461138,-94.4191177,8
30.6326942,-97.6772311,8
42.1998741,-70.79299125,8
38.5430743,-90.6327304875,8
43.7479117,-87.731336025,8
29.5427168,-90.3381361,8
0.5333333,101.45,8
32.17999305,34.8320798625,8
30.1765914,-85.8054879,8
29.5571388125,-98.2792135,8
39.276007675,-77.2227609,31
36.8252277,-119.7029194,8
37.4562557,126.7052062,8
32.8795022,-111.7573521,8
38.4192496,-82.445154,8
48.015098,-122.0637425,8
41.6820563,-69.9597376,8
31.3271189,-89.2903392,7
38.3577212429,-75.5867532857,7
13.8729165571,100.514231043,8
37.27528,-107.8800667,7
50.0860238857,14.4242415,7
36.2806863857,-86.7065751571,7
41.1277922857,-75.2831891571,8
39.0638705,-108.5506486,7
1.35046011429,103.966497886,7
42.7961394143,-83.6828857143,7
41.3458874,-74.1416532857,7
49.879913,-119.449625,7
25.0664714857,-77.3373096,7
45.4823072,-73.8613014571,5
38.3540253429,-81.6571479286,8
41.5932195429,-73.8027707429,7
32.3512601,-95.3010624,7
28.5552719,-82.3878709,7
19.0176147,72.8561644,7
28.1977739286,-82.4494012857,6
39.7891544714,-105.496702843,7
43.9552825,-86.4525831,7
38.7070538,-9.1354884,7
35.6145169,-88.8139469,7
42.3147436,-88.4487021,7
35.8422967,-90.704279,7
39.6292788,-75.6582628,7
41.7594136,-86.1065520857,7
35.7706384143,-83.9718882429,7
39.4037147,-76.9502567,7
39.6404613286,-106.5550935,7
53.4807125,-2.2343765,7
50.8436236571,4.36463325714,7
40.8050565,-81.935143,7
33.9424658,-117.2296717,7
38.5285247143,-75.0546251143,7
33.3806716,-84.7996573,7
33.3942655,-104.5230242,7
41.7354861,-111.834388,7
32.6116873714,-83.6454231571,7
39.3262153,-75.1895576,7
32.4487364,-99.7331439,7
33.8811468429,-112.143728386,7
47.1534412571,-122.568652443,7
19.6416667286,-155.969177371,7
44.0169014,-107.9553721,7
37.3058839,-89.5181476,7
32.482361,-96.9944489,7
44.6697805,-74.9813084,7
32.5473596714,-97.3268017714,7
46.8083268,-100.7837392,7
40.2986724,-83.067965,7
33.0185039,-80.1756481,7
39.0482880143,-74.7734188857,6
28.8178483286,-81.6562256571,7
42.245869,-84.4013462,7
43.5978075,-84.7675139,7
44.3148443,-85.6023643,7
39.7265924143,-75.2818529714,22
41.7278767429,-71.1521326714,8
51.964711,7.628496,6
38.8159473,-76.7496909,10
35.7331878,-81.3411974,6
41.2128254833,-80.7935874,5
42.4729969333,-83.74059,6
42.4999942,-96.4003069,6
40.1528719,-76.6027455,7
46.247847,-63.12021,6
39.8009556167,-86.2616163,6
35.1524740833,-78.9883509333,6
42.8752891,-88.29878115,5
28.2489016,-81.2811801,6
47.6262081,-122.5212448,6
52.3475852,4.64948706667,7
41.1383877,-81.8637474,8
35.108493,-77.0441143,6
-26.2043305333,28.0461387667,6
27.9605762667,-97.1031378333,6
38.8026097,-116.419389,6
40.5198656833,-75.5454632,6
43.7161803,-75.4165699,6
34.6980459167,-86.7464008333,6
35.751179,-86.9300023,6
39.8467767,-75.7116032,6
40.7379212333,-75.3236980667,6
46.8716667,-96.895,6
35.7826363,-80.8872959,6
35.2619904167,-81.100956,6
47.35506315,-122.044278183,6
38.5767017,-92.1735164,6
33.0801429,-83.2320991,6
35.9948733333,-78.4979631667,6
50.116168,-122.959423,6
32.7667955,-96.5991593,6
39.48807875,-74.5637326,6
39.2412496333,-120.022274083,6
47.0499507,-88.6148185,6
45.2101162,-123.1987163,6
44.4582983,-93.161604,6
39.6544221,-74.8262745333,19
43.3268070333,-88.3611452667,6
28.635308,77.22496,6
43.7844397,-88.7878678,6
39.4844558833,-84.3961463167,6
49.2798301667,-122.7972155,6
35.1246516167,-120.619522717,6
43.6095170667,-70.3530095167,5
35.0886963,-92.4421011,6
41.3342003833,-75.7733877,5
43.1836046,-89.2137254,6
43.2025219167,-70.6180598333,6
42.8713032,-112.4455344,6
41.7000996,-71.6828443,6
40.5547125333,-74.7494572833,6
34.7071799667,135.50485635,6
34.66262195,-120.447385,6
43.3642840667,-73.6168289667,6
41.9497344667,-70.0259479333,6
37.08472675,-94.5127988333,6
9.9358666,-84.0768333667,6
40.486427,-86.1336033,6
32.9312336,-96.4597089,10
43.3207365,-1.9844209,6
43.7384176,7.4246158,6
42.8689552,-76.9777436,6
15.870032,100.992541,6
34.285558,-118.8820414,6
32.8961755,-109.8275815,6
37.7396513,-121.4252227,6
41.0100049667,-74.7456276333,8
41.1452343333,-74.32542875,9
32.8406946,-83.6324022,6
41.6893580167,-74.7058826333,6
53.5538148,9.9915752,6
37.8058530667,-121.2362384,6
33.69267155,-84.06293825,6
51.2249429,6.7756524,6
34.7698021,-84.9702228,6
47.2371658,-93.5302142,6
38.0495789,-77.3466468,6
59.8230557,22.9692791,6
41.83695975,-69.97923135,4
59.939039,30.315785,6
34.7094209,-76.7123855333,6
39.9852617,-104.8205283,6
43.7666169045,-79.2721401571,6
36.4796839,-121.7324476,6
42.7453066,-83.5743895667,4
17.9981244667,-76.79496625,6
41.4010627833,-82.1564476,6
30.064742,31.249509,6
44.0805434,-103.2310149,6
4.210484,101.975766,6
42.73416,-90.4784621,6
33.2736321167,-86.8177200833,6
44.49005835,11.3573260833,6
20.8777314667,-156.48314815,5
52.6347704,-1.1295191,6
42.0562713,-86.50181605,6
40.6214551,-79.1525349,6
38.93571435,-74.9119778167,6
19.7297222,-155.09,6
37.1289771,-84.0832646,5
44.24744854,-72.5607194,5
51.49705308,-0.5166417,5
39.93295584,-82.01449192,5
-7.5666667,110.8166667,5
42.8336205,-88.7323272,5
42.5159145,-73.6101159,5
35.189443,-114.0530065,5
44.811349,-91.4984941,5
59.6425,-151.5483333,5
41.25135564,-81.23076236,5
46.81221302,-71.31029564,5
48.2325095,-101.2962732,5
39.3292396,-82.1012554,5
41.33909472,-71.84364008,5
33.63249312,-85.8336316,5
26.44448102,-81.95147874,4
37.4315734,-78.6568942,5
34.22986824,-117.17348078,5
42.9288944,-88.8370509,5
42.29275882,-71.92441804,5
39.7701217,-76.7398308,4
42.0416667,-92.9144444,5
30.3960318,-88.8853078,5
28.1833333,-82.5683333,5
8.994269,-79.518792,5
25.03923276,121.5353439,5
39.327962,-120.1832533,5
45.4343363,12.3387844,5
34.5008311,-117.1858759,5
47.9128756,-122.0981848,5
35.17541562,-89.90759612,4
40.78228016,-81.5216205,5
34.9530337,-120.4357191,5
42.93999984,-89.41867524,5
41.3922726,-84.1252243,5
35.1595182,-84.8766115,5
40.32131346,-76.54646706,5
41.3436554,-86.3097278,5
34.2331373,-102.4107493,5
49.886083,-97.152921,5
41.0545292,-76.2332676,5
45.38500942,-84.96266352,5
24.4666667,54.3666667,5
41.0256101,-81.7298519,5
34.7540524,-77.4302414,5
30.6696818,-81.4625919,5
37.0952778,-113.5780556,5
34.6086854,-98.3903305,5
41.32865542,-72.40494338,5
33.34891464,-117.28307018,5
30.0864966,-81.58846968,5
48.4159381,-122.3341028,5
38.6785157,-121.7732971,5
44.09874706,-69.1234855,5
35.57067254,-120.68222186,5
51.924216,4.481776,5
39.2525004,-76.9777818,5
48.53768638,-123.0293206,5
-27.5969039,-48.5494544,5
38.4095298,-82.2945923,5
46.872146,-113.9939982,5
37.02538646,-93.22368364,5
42.78443668,-78.61879832,14
35.1477774,-114.5682983,5
14.0213061,100.61979488,5
40.4233142,-104.7091322,5
35.4448836,-78.4269489,5
30.31847416,-97.96023724,5
46.2830556,-96.0775,5
-5.4365012,105.27926442,5
33.60535,-111.741113,5
43.47176102,-89.74951288,5
42.56008992,-71.7852949,5
43.02795516,-76.31137454,5
31.7607195,-93.0862749,5
34.7391876,-112.0098791,5
10.76916976,106.6855896,5
39.1637984,-119.7674034,5
36.1696079,-75.7551854,5
44.09835092,-70.22788768,5
40.69073972,-76.20508468,5
35.3522724,-97.49620254,5
23.634501,-102.552784,5
43.1363889,-93.38,5
45.6280609,12.374799,5
33.93040144,-98.49601822,5
32.673188,-97.4605759,5
42.45480678,-73.22954868,5
28.03580626,-81.75560732,5
33.732052,-84.9191081,5
31.8456816,-102.3676431,5
40.8088889,-72.6461111,7
32.5920798,-96.7561082,5
40.44647324,-75.90451252,5
34.21403898,-86.17486578,5
43.29128182,-88.16092614,4
31.0982344,-97.342782,5
36.95331898,-76.57369884,5
40.9230569,-98.35484684,5
42.9275277,-83.6299518,5
52.2296756,21.0122287,5
42.7417626,-88.24196954,3
41.66911896,-70.08706082,5
33.9175154,-116.7872399,5
28.93160818,-81.97473874,5
60.6902778,-151.2888889,5
30.08137672,-94.1216567,5
39.1962993,-120.2354465,5
34.4480495,-119.242889,5
34.5034394,-82.6501332,5
41.87711048,-73.80827776,5
29.94421666,-93.92996004,5
42.1861494,-86.308356,5
42.33347532,-73.28644024,5
41.83705908,-72.8411152,6
27.8339158,-97.0610994,5
39.9975414,-85.7466439,5
30.3674198,-89.0928155,5
36.3883809,-86.4466599,5
38.843712,-102.145798,5
38.19549884,-121.29363282,5
46.06152524,-118.35207696,5
33.5801103,-85.0766113,5
32.58902442,-96.91644716,5
32.6082373,-80.0848166,5
36.01718932,-84.28459028,5
50.819522,-0.13642,5
36.53820528,-87.34756224,5
27.43896902,-82.37677414,5
44.27570964,-88.29882826,5
47.00276952,-94.95510244,5
18.430958,-66.484242,5
40.0770913,-76.4611117,5
40.9995386,-75.1812913,5
33.5684599,-83.3623853,5
43.26501476,-2.93708606,5
43.06230396,-85.63586596,5
35.2649814,-116.0744571,5
43.5944677,-83.8888647,5
41.07980852,-75.59202192,6
52.2025441,0.1312368,5
36.0463718,-112.1540586,5
42.85762356,-71.64466764,6
41.57272348,-70.6141225,5
43.1381247,-75.5707345,5
44.5235792,-89.574563,5
35.4495065,-97.3967019,5
1.064227,104.0304535,4
37.413752,-76.5255062,4
38.5733155,-109.5498395,4
51.7101249,-0.345660525,4
41.588132275,-71.2605915,4
39.88422385,-84.15507905,4
41.56391265,-71.50184155,8
34.2438963,-116.9114215,4
18.2200252,-66.0646796,4
33.561488375,-79.033231175,4
35.069588025,-85.0591865,4
37.77363825,-87.1127897,4
29.3791112,-90.2600786,4
43.8013556,-91.2395807,4
43.2708225,-89.722067,4
50.503887,4.469936,4
40.96342,-76.6127329,4
33.4503998,-88.8183872,4
37.2232316,-81.4498717,4
35.6224561,-117.6708966,4
35.7453552,-89.5297973,4
41.9362615,-71.0749816,11
41.9164343,-83.3977101,4
37.3488827,-108.5859265,4
38.7742826,-76.0763305,4
37.24820145,-76.508412575,4
42.15044715,-83.769955625,4
41.57009905,-72.50550455,4
37.7707262,-84.2884949,4
26.95297715,-82.0680056,4
39.6067789,-75.8332718,4
43.5278546,-71.4703509,4
44.263565,-76.50336,4
31.99090275,-110.7170139,4
34.8957957,-117.0172826,4
43.6666296,-92.9746367,4
39.6694635,-76.67673765,3
45.6618798,-110.5624285,4
40.3267407,-78.9219698,4
35.429004,-82.52144055,4
40.7091121,-112.1016088,14
28.011618175,-81.617923825,4
41.106125,-81.6360025,4
43.8230556,-111.7852778,4
43.6769444,-73.8472222,4
47.4736111,-94.8802778,4
31.95861,-83.98861,4
43.6521775,-94.4610832,4
17.385044,78.486671,4
27.8503044,-82.174811,4
35.5296074,-77.07634165,4
43.372858325,-70.510748925,4
-25.4283563,-49.2732515,4
40.1447732,-84.2424449,4
42.9300668,-75.8526915,4
42.8742314,-77.2880382,4
12.879721,121.774017,4
39.3762145,-77.154704,4
42.9947703,-82.40574555,3
48.266645,14.260125,4
40.38895155,-82.463564525,4
38.7134516,-77.7952712,4
26.3017374,-98.1633432,4
38.7627893,-93.7360498,4
43.5249088,5.4541444,4
40.17396,-80.2461714,7
42.86329865,-106.2907188,4
39.5393483,-76.109742675,4
40.9262077,-75.0926762,4
51.754022275,-1.23941885,4
39.6333213,-105.3172146,4
44.0153371,-73.16734,4
31.046051,34.851612,4
43.812146525,-88.00766415,4
40.0041707,-80.7371666,4
36.3134397,-82.3534727,4
52.009507,4.360515,4
51.4553129,-2.5919023,4
19.61751265,-99.2451496,4
44.7132969,-93.4227274,4
46.5323968,-94.31180375,4
29.4870559,-101.1447493,4
42.7891985,-85.5166864,4
33.6172329,-114.5891744,4
41.1419768,-87.8611535,4
44.1735996,-88.2598276,4
29.7791667,-82.4797222,4
43.7166676,-80.1499844,4
32.533489,-117.018204,9
37.4716001,-121.129656,4
39.10676935,-77.6841639,4
35.8809084,-84.5085447,4
42.33561185,-122.90865175,4
40.0278116,-88.5733979,4
29.225517,-98.6877993,4
33.9815369,-81.2362107,4
59.9127263,10.7460924,4
41.11089415,-80.07255855,4
31.9635074,-83.7823938,4
51.05665,3.72,4
45.336605,-93.74656,4
39.6378901,-75.95313875,4
39.5753791,-76.9958149,4
-33.0504619,-71.6164515,4
48.1987118,-122.1251418,4
39.7577778,-94.8363889,4
43.5407172,-116.5634624,4
37.7415949,-121.1243828,4
35.732800275,-83.521206075,4
27.506407,-99.5075421,4
32.5007037,-94.7404891,4
32.3865312,-96.8483311,4
43.6242362,-72.5184275,4
46.5958056,-112.0270306,4
-7.090911,107.668887,4
42.076514875,-76.82323035,4
34.4271121,-77.5460805,4
52.15719635,4.4363964,4
40.8611755,-79.8953328,4
46.976759275,-123.83412505,4
53.801279,-1.548567,4
34.9495672,-81.9320482,4
38.801953,-94.4527294,4
55.378051,-3.435973,4
43.79703645,-70.213573925,4
31.1501564,-81.4429152,4
41.4459271,-74.4229341,4
35.86166,104.195397,4
36.216795,-81.6745517,4
32.7386713,-115.99418,4
42.5939168,-86.1017009,4
34.723324,-82.50239945,4
44.5282971,-93.9077438,4
40.3014581,-79.5389289,4
37.237982575,-77.4070712,5
41.7412166,-70.5989196,4
40.7694969,-83.8227148,4
35.712544,-96.459877,4
42.6190977,-76.17965085,4
39.0283966,-84.2177136,5
30.7235263,-95.5507771,4
40.8665166,-124.0828396,4
39.785043,-85.7694226,4
45.39976,-93.389566,5
48.415802,-89.2673,4
-8.4973881,115.2658424,4
45.3363551,-92.9971631,4
40.0750156,-74.55108815,5
32.314742,-64.76337125,4
34.1355582,-116.0541689,4
41.5140558,-82.9671172,4
35.6178951,-82.3212302,4
-28.0017437,153.4284401,4
18.479014,-69.890784,4
47.248749,-121.6854816,4
32.727907525,-97.6404429,4
42.185752,-79.4292142,4
43.0592294,-77.6122223,4
-0.4373359,117.247496,4
63.0129276,21.6488084,4
32.9573133,-105.7424855,4
42.4861111,-91.4572222,4
40.1250742,-75.886412,4
48.2765903,-116.5532476,4
34.3664951,-89.5192484,4
33.5604168,-81.7195533,4
43.3863521,-95.1483293,4
45.22670785,-93.645593025,4
35.8240265,-80.2533838,4
26.685884025,-80.71912455,4
43.3959056,-72.7006518,4
43.893929,-78.901717,4
42.6072552,-83.9293952,4
39.0098946,-121.4230133,4
33.7475203,-116.9719684,4
36.1156071,-97.0583681,4
31.5785074,-84.155741,4
35.0116363,135.7680294,4
43.4665808,-112.0341374,4
30.2781731,-93.7845348,4
41.57524535,-87.223229825,4
38.9112776,-75.502746125,4
61.3213889,-149.5677777,4
45.7786111,-111.1788889,4
41.7589954,-70.4939163,3
-0.229498,-78.524277,3
41.2147851,-79.3853218,3
43.4463668,-96.8358847,3
41.4219889,-82.3646068,3
34.2308684,-111.3251355,3
41.84,-94.1,3
47.4234599,-120.3103494,3
36.9613356,-120.0607176,3
8.537981,-80.782127,3
51.1133388,-0.1829137,3
41.3113669,-105.5911007,3
36.139678,-120.3601496,3
44.84778,-85.79556,3
38.3468742,-75.1970399667,3
37.176447,-94.3102228,3
34.8028661,-86.9716741,3
-8.581824,116.106832,3
31.0560132,-97.464453,3
32.3643098,-88.703656,3
46.6020711,-120.5058987,3
29.713306,-91.463203,3
40.0581205,-82.4012642,3
35.680573,-109.0525929,3
30.5043583,-90.4611995,3
42.981477,-70.9478343,3
40.7555994333,-86.3851593,3
41.2958751,-86.6250139,3
40.3062736,-121.2319098,3
2.89129446667,101.760588433,4
45.666345,-91.5559979,3
18.3406324333,-64.9184986667,3
43.001143,-84.5591521,3
40.4849769,-106.8317158,3
35.7201463,-79.1772371,3
3.8333333,44.4833333,3
35.4449743,139.639465267,4
36.9147222,-111.4558333,3
42.2290150333,-85.0033356,3
41.885278,-86.589444,3
29.4887496,-98.3891815,1
-23.6683705667,-46.5665314333,3
36.8588376,-120.4560072,3
43.6807402,-114.3636619,3
40.5006586,-75.0726713,3
-7.41041466667,112.752622667,3
36.1034126,-84.1318632,3
44.0478889,-91.6404389,3
35.204571,-75.693222,3
31.7857,35.2007,3
41.5874644,-109.2029043,3
36.0458424,-108.9662046,3
29.966001,-98.09115,3
25.9405556,-81.7147222,3
32.1574351,-82.907123,3
33.7825194,-117.2286478,3
32.3640322667,-97.3657572,3
58.3019444,-134.4197222,3
51.7698113333,19.4554812,3
33.3688155333,-87.020973,3
43.833882,-101.5098658,3
45.2732491,-66.0643113667,3
34.7509526,-82.2728952667,3
42.108428,-72.0786871,3
40.871229,-97.595572,3
41.9708334,-73.4338248667,3
42.5422939,-76.6660589,3
27.6386434,-80.3972736,3
42.1250929,-72.749538,3
33.686566,-112.0995745,3
35.9489566,-85.0269014,3
42.1180915,-8.8495794,3
20.8178898667,-156.3256354,3
38.7289006,-82.5402275,3
44.3835763,-89.8173465,3
36.2139814,-83.2948922,3
36.8524545,-121.4016021,3
40.9779423333,-76.8995185333,3
55.3422222,-131.6461111,3
33.4504157,-82.1981764,7
-26.991072,-48.6352084,3
-3.3959717,114.5850799,3
-34.9305556,138.6205556,3
41.1208668,-88.835352,3
36.2077288,-119.3473379,3
47.045622,8.3086621,3
34.203997,-83.4571057,3
50.9406645,6.9599115,3
50.59787,4.32851,3
37.2722751,-85.8910819,3
44.6621493,-111.1041092,3
51.2940006,-0.754624,3
49.214439,-2.13125,3
45.3735757,-92.8899376,3
40.3245138,-79.7011549,7
42.47417,-98.8087033,3
32.770075,-108.280326,3
29.6890241,-95.005391,3
30.3118769,-95.4560512,3
42.5530753,-87.9334118,3
12.5286597333,-70.0105874333,3
35.650711,-78.4563914,3
30.103661,-97.8377811333,3
40.8733643333,-75.4303389667,3
45.8774469,-92.3674164,3
41.2938889,-92.6444444,3
38.8402805,-97.6114237,3
37.8062945667,-79.4558786667,3
18.3574502,-66.1109998,3
43.6155825,-84.2472116,3
29.8269064,-82.5967832,3
36.4522883,-93.188513,3
34.2828722,-84.7452138,3
49.815273,6.129583,3
49.45052,11.08048,3
30.4249276,-95.4799418,3
44.8613563,-92.6238082,3
20.97,-89.62,3
39.5214373,-85.7769238,3
36.4345934,-77.9119317,3
34.7014839,-83.7315675,3
29.0491426,-82.4609331,3
39.3899254,-3.2101372,3
-22.9063648,-47.0615741,3
33.9135061,-78.3038892,3
38.9806679,-76.3143999,3
50.8513682,5.6909725,3
41.7980750667,-71.9076406,3
27.4716000667,-82.6973812333,3
36.204824,138.252924,3
35.0470617,-82.0901088,3
36.0959715,-79.2669619,3
36.4220207,-94.4535484,3
42.9169462,-89.2178937,3
40.2623152,-75.7781570667,3
-15.7801482,-47.9291698,3
39.2864787,-80.2561981,3
47.6776832,-116.7804664,3
37.7306054,-88.9331256,3
42.2094839,-85.784453,3
31.9829253,-98.0336454,3
39.2014404,-85.9213796,3
46.1878841,-123.8312534,3
-42.8946543,147.3262306,3
39.6444898,-86.8647316,3
42.5065927,-88.2453678333,3
39.4562099,-77.9638869,3
44.2726203,-121.1739212,3
39.1272558,-120.0202964,3
31.134668,-97.00486,3
35.0279534,-117.661040733,3
33.1384479,-95.6010668,3
36.3007835,-119.7829107,3
39.5341789,2.8577105,3
50.6393185333,4.6240374,3
37.7272727,-89.2167501,3
-31.9430187667,115.8569159,3
29.4860708,-95.5079991,3
28.238855,-82.1803818333,3
42.9265583,-73.6645622333,3
40.1723862667,-79.5639281,3
33.7948364,-83.713229,3
36.0471612,-79.8951622,3
34.5037004,-93.0551795,3
37.746801,23.426768,3
39.9508733,-86.261937,3
44.4097069,-103.5090786,3
33.93911,67.709953,3
33.836081,-81.1637245,3
35.3848841,-77.9927651,3
43.7547966,-71.3967392,3
32.7359626,-96.2752569,3
37.4946568,-120.8465941,3
-14.235004,-51.92528,3
42.6112014,-71.574512,3
44.9666667,-78.25,3
39.1591118333,-84.8726525667,3
51.4423493,-0.3067605,3
40.7503729667,-75.6075009667,3
38.9756653,-77.6413817,3
43.0125274,-83.6874562,3
39.896454,-82.4201539,3
43.9747838,-75.9107565,3
42.4426846667,-71.6763653,5
38.7083836667,-78.4317154,3
28.0186323,-82.1128641,3
44.5337469,-78.9006484,3
37.3702934,-102.8596463,3
40.5886699,-83.1285242,3
49.098755,-122.654594,3
41.1417487,-76.8725558,3
36.2946008,-76.2510461,3
-37.701486,144.8738088,3
41.6819935,-85.9766671,3
-26.0936111,28.0063889,3
43.1424531333,-95.1458837333,3
35.1741386667,-79.4561441,3
42.1034075,-76.2621549,3
42.6980749,-87.8945229,3
40.8532704,29.8815203,3
35.9522852,-86.6694413,3
44.0328573,-69.5186585,3
42.4567013,-83.9463358,3
39.0870404,-94.901909,3
46.5198333,6.6335,3
42.6827885,-89.0187222,3
41.2939386,-82.2173786,3
39.1883913,-84.5952231,3
42.3180919,-84.0205029,3
46.4683062,-84.3273137667,3
51.455041,-0.9690884,3
-38.15361,145.18457,3
34.6970504333,-82.8186611333,3
4.570868,-74.297333,3
41.0405556,-96.3725,3
39.7989528,-82.7010016,3
42.1503177,-84.037723,3
41.0061939333,-80.3776026667,3
40.3772059,-105.5216651,3
-34.5057408,-58.4856245667,3
38.2097967,-84.5588311,3
54.306145,-130.310882,3
42.4575281,-72.5979806667,4
42.944695,-91.131478,3
42.4218219,-73.8029930667,3
44.0536805,-71.1284041,3
40.1337829667,-74.2104273333,3
42.5378816,-88.5913637333,3
41.4020382,-74.3243191,3
29.5780056,-98.6897451,3
41.4759224,-75.1821189,3
34.8641446,-118.1634075,3
42.7006303,-74.924321,3
48.0632864,-114.0726134,3
39.8289369,-84.8902382,3
40.3861792,-80.6191481,3
39.6402638,-106.3741955,3
46.393164,-63.790266,3
38.4032948,-90.3828968667,3
40.2364486,-83.3671432,3
53.2737969,-9.0517799,3
40.6087701667,-79.7497708,3
38.7026294,-81.952367,3
32.3363045,-81.3914992,3
46.8190690667,-123.059787867,3
30.5766743,-87.9035118333,3
44.1740739,-69.93356,3
33.6924734667,-117.1423479,3
-38.04554,145.3672877,3
48.6091012,-93.4042064667,3
40.6917271,-81.1812148,3
38.8858407,-94.5330096,3
45.8917738,-123.9615274,3
33.1742847,-87.2336092,3
18.1474625,-65.4448811,3
32.0288218,-81.2748026667,3
48.5126045,-122.6126718,3
52.9399159,-73.5491361,3
39.8208925,-84.0193789,3
28.1523661333,-81.4704743333,3
36.4827444667,-94.2931504,3
43.9188761667,-69.9688465,3
-2.22449743333,-79.8957787,3
33.0417111,-116.868082,3
20.593684,78.96288,3
47.7423218,-121.9856781,3
33.5756831,-83.1823789,3
45.7809491,-122.5334307,3
39.1989653,-81.4601209,3
35.2494566,-112.1910031,3
-33.9089861786,18.4117186386,3
21.0230348333,105.8436215,3
43.2505472,-89.5015088,3
29.802123,-85.29404,3
51.253775,-85.3232139,3
36.0612644667,-87.3376035,3
41.8899256,-88.4511819333,3
36.9903199,-86.4436018,3
35.8306334,-96.391118,3
42.3010599333,-85.4026854,3
48.2592991667,-112.817595033,3
52.6092377,-2.1135291,3
41.7075394,-86.8950297,3
32.4284761,-90.1323087,3
35.6753657,-83.7557281,3
34.6123322,-82.5402275,3
47.7510741,-120.7401386,3
29.5849736,-81.2078411,3
34.7575227,-112.4537809,3
42.8868014667,-77.7321322,3
46.0130065,-91.4846208,3
30.5782446,-98.2728003,3
36.708006,-119.5559652,3
21.6802778,-157.9511111,3
47.5002354,-111.3008083,3
43.1947211,-88.7289918,3
35.3859242,-94.3985475,3
39.5584218,-79.3528174,3
43.6775677,-72.7798247,3
12.1363889,-86.2513889,3
44.475066,-72.702251,3
35.8275672,-86.0716565,3
45.2846507,-111.368292,3
39.1501709,-123.2077831,3
46.8801654,-117.3643495,3
41.4682714,-88.2307111,3
37.267916,-76.0174336,3
38.1557502,-121.6913439,3
30.8327022,-83.2784851,3
29.0891857,-110.9613299,3
35.9785911,-114.8324851,2
34.096496,-83.7612839,2
39.6270376,-78.2272299,2
47.8553772,-121.9709579,2
19.0412967,-98.2061996,2
39.3826031,-77.2694278,2
35.747153,139.88575985,2
45.8344451,-103.3765724,2
-4.5585849,105.4068079,2
21.54341115,39.1728834,2
45.4194099,-94.0488721,2
43.387342,-80.321323,2
52.1357092,-0.4680442,2
26.16493595,-98.0213933,2
20.6220182,-105.2284566,2
40.9133943,-77.7783348,2
-7.343382,110.5036695,2
41.018139,-75.9949252,2
-24.143474,-10.030696,2
34.9889818,-90.0125913,2
44.5202794,-85.9439718,2
40.6955572,-105.5943388,2
18.220833,-66.590149,2
41.6414438,-80.1514484,2
41.981532,-81.2518833,2
32.9748469,-97.3477957,2
35.6072668,140.1062907,2
36.0317472,-84.0279677,2
30.27075075,-90.9460719,2
26.1616033,-97.6636016,2
17.089172,-61.8209925,2
33.0848442,-97.2961286,3
34.9704419,-78.9453056,2
40.6247222,-96.9591667,2
38.57817645,-76.59870835,2
30.869167,-91.133889,2
39.900076,-79.7164326,2
37.8655408,-85.9561519,2
36.162839,-85.5016423,2
41.2650318,-88.2122823,2
34.521104,-117.9836793,2
19.1817393,-88.4791376,2
38.56102935,-77.0885509,2
46.2962127,7.0559553,2
18.4771169,-66.6652785,2
38.6772648,-121.03466565,2
35.9670412,-83.1876578,2
40.7353371,-80.9564776,2
43.2224249,-77.23456705,2
28.6683252,-97.3883265,2
-6.0169825,106.040506,2
36.2081098,-86.2911024,2
37.648546,-118.972079,2
43.4261809,-73.7123408,2
39.4236364,-79.4272987,2
42.9722455,-85.9536535,3
42.0978027,-88.5303643,4
35.6865889,-85.7801453,2
44.3812,-79.686998,2
37.7030646,-85.8649408,2
30.3582506,-90.0656311,2
44.3113573,-96.7983877,2
31.9575818,-110.955646,2
38.11021855,-120.50084805,2
29.8849441,-97.6699996,2
47.2150945,-123.1007066,2
30.2943681,-87.5735935,2
49.94807,36.212298,2
39.4667034,-87.4139092,2
36.3504119,127.3845475,2
41.5933696,-87.3464271,2
38.41885,27.12872,2
43.2472768,-79.0500466,2
49.446359,7.555725,2
20.0181211,100.4874165,2
29.7957633,-90.822871,2
43.591382,-88.443713,2
44.9581644,-124.0178914,2
37.9883991,-85.7157924,2
28.9169245,-82.4581536,2
37.2414712,-77.8138553,2
42.9545179,-74.3765241,2
30.593087,114.305357,2
38.732745,-93.55464,2
43.5391527,-89.0067778,2
36.6103334,-88.314761,2
41.6105937,-87.0641992,2
38.0380899,-92.7115732,2
45.8455083,-91.5404467,2
42.6889235,-84.2830245,2
37.07123795,-119.4812421,2
